audio_file,top10_neuron_indices
audio-1434541323-headset,"32,64,30,78,52,22,58,57,46,1"
audio-1434541323,"15,83,2,71,30,42,63,10,45,70"
audio-1434541337-headset,"60,72,33,45,83,1,14,22,30,13"
audio-1434541337,"77,10,2,33,48,27,15,13,32,83"
audio-1434541340-headset,"13,9,42,22,88,48,57,29,72,78"
audio-1434541340,"42,15,69,27,71,88,57,19,70,83"
audio-1434541400-headset,"30,34,22,29,71,9,88,1,64,48"
audio-1434541400,"13,1,70,45,42,88,22,34,27,19"
audio-1434541421-headset,"30,2,42,88,33,46,10,80,22,81"
audio-1434541421,"22,33,46,57,72,81,83,71,15,32"
audio-1434541510-headset,"72,42,78,32,34,77,9,27,10,22"
audio-1434541510,"13,45,46,33,22,2,78,48,1,83"
audio-1434541515-headset,"45,71,70,63,22,2,48,77,88,32"
audio-1434541515,"9,77,88,2,80,30,42,19,27,78"
audio-1434541527-headset,"13,71,29,78,64,9,46,45,16,47"
audio-1434541527,"2,48,4,46,30,1,22,10,9,64"
audio-1434541552-headset,"46,15,72,71,10,9,60,2,13,33"
audio-1434541552,"22,81,83,1,29,2,48,45,88,19"
audio-1434541615-headset,"45,71,10,72,29,64,77,57,34,46"
audio-1434541615,"42,15,46,80,2,78,45,19,1,83"
audio-1434541717,"10,30,2,13,19,72,64,4,63,46"
audio-1434541734-headset,"30,71,81,70,88,27,42,13,83,9"
audio-1434541734,"46,30,72,83,48,27,42,13,32,2"
audio-1434541752-headset,"83,88,44,27,58,9,1,22,10,13"
audio-1434541752,"47,9,13,22,32,10,46,83,72,30"
audio-1434541756-headset,"88,64,30,27,32,81,29,72,71,57"
audio-1434541756,"71,83,2,32,78,30,9,19,46,42"
audio-1434541762-headset,"15,10,33,34,72,64,9,13,16,83"
audio-1434541762,"30,78,10,2,72,9,34,13,29,42"
audio-1434541769-headset,"15,64,33,45,27,13,81,88,16,71"
audio-1434541769,"1,46,27,13,88,72,10,48,32,71"
audio-1434541781-headset,"72,46,13,77,71,22,86,80,16,61"
audio-1434541805-headset,"2,19,34,13,33,15,27,64,42,81"
audio-1434541805,"70,48,72,10,27,16,29,71,9,42"
audio-1434541832-headset,"72,13,15,78,1,42,9,29,4,16"
audio-1434541832,"30,88,42,9,64,77,57,32,1,71"
audio-1434541952-headset,"33,71,46,10,78,88,22,30,2,34"
audio-1434541952,"48,83,34,54,32,70,13,72,71,2"
audio-1434542017-headset,"9,13,16,34,81,72,15,30,88,46"
audio-1434542017,"46,22,9,77,71,70,52,88,30,78"
audio-1434542021-headset,"30,48,83,34,64,13,33,22,27,72"
audio-1434542021,"13,72,10,77,34,83,57,78,15,81"
audio-1434542024-headset,"2,70,46,9,30,42,78,33,15,19"
audio-1434542024,"27,78,58,54,15,70,83,34,48,81"
audio-1434542103-headset,"9,32,57,54,48,77,71,80,33,13"
audio-1434542103,"42,32,48,1,29,19,57,88,72,81"
audio-1434542126-headset,"83,4,1,30,10,22,33,46,13,80"
audio-1434542126,"57,34,1,29,78,77,70,46,10,71"
audio-1434542130-headset,"64,71,9,27,15,88,22,19,10,77"
audio-1434542130,"10,33,42,46,22,57,64,27,29,34"
audio-1434542157-headset,"19,30,48,57,13,9,22,27,77,71"
audio-1434542157,"81,72,30,10,46,70,77,15,88,22"
audio-1434542161-headset,"32,42,81,78,70,22,34,61,19,14"
audio-1434542161,"81,78,71,29,34,16,30,42,46,4"
audio-1434542187-headset,"72,64,13,63,15,57,9,22,2,32"
audio-1434542187,"46,2,42,13,30,32,1,22,9,83"
audio-1434542235-headset,"13,46,60,4,15,34,88,42,9,10"
audio-1434542235,"80,27,13,33,78,10,88,22,57,83"
audio-1434542317,"30,19,32,77,57,71,78,27,34,70"
audio-1434542356,"22,81,42,33,54,57,72,71,34,19"
audio-1434542371,"33,71,83,10,1,9,30,27,15,22"
audio-1434542406,"88,22,72,70,29,83,13,57,33,80"
audio-1434542470,"22,27,70,83,1,13,30,29,72,58"
audio-1434542599,"9,29,13,34,2,22,63,86,45,58"
audio-1434542735,"32,13,34,70,9,30,57,88,54,78"
audio-1434542775,"46,72,57,33,1,2,30,34,13,78"
audio-1434542811,"72,22,71,13,19,9,45,77,1,27"
audio-1434542834,"13,9,32,71,34,42,22,2,27,1"
audio-1434542860,"46,48,83,10,27,30,13,57,16,63"
audio-1434542887,"22,70,48,13,30,72,71,88,15,45"
audio-1434542890,"29,27,9,83,13,81,32,88,15,30"
audio-1434542976,"83,33,10,57,78,81,42,88,48,15"
audio-1434543023,"80,1,13,70,27,60,63,9,22,48"
audio-1434543122,"9,45,19,22,2,1,42,46,83,34"
audio-1434543126,"88,57,9,46,34,70,71,48,13,27"
audio-1434543239,"1,10,9,29,71,48,22,34,13,30"
audio-1434543256,"22,72,71,46,29,57,2,13,45,19"
audio-1434543280,"71,81,70,33,10,46,29,1,34,48"
audio-1434543298,"42,13,29,1,22,88,46,70,83,30"
audio-1434543307,"13,9,1,29,71,42,77,2,83,34"
audio-1434543322,"27,63,13,29,1,9,70,34,42,22"
audio-1434543363,"58,42,9,72,88,45,33,80,13,4"
audio-1434543399,"42,30,9,48,81,64,10,57,71,88"
audio-1434543467,"1,10,48,9,30,63,81,19,83,2"
audio-1434543500,"27,30,9,71,57,77,2,70,29,88"
audio-1434543504,"1,29,78,30,33,64,72,9,34,22"
audio-1434543508,"2,57,10,30,1,78,80,46,77,15"
audio-1434543554,"2,9,48,83,27,42,70,88,13,57"
audio-1434543560,"33,71,4,83,45,2,10,16,15,13"
audio-1434543869,"71,9,72,42,45,34,13,57,19,48"
audio-1434544033,"22,30,19,13,83,64,48,45,77,2"
audio-1434544318,"78,34,33,57,2,27,16,9,64,72"
audio-1434544322,"29,1,42,22,70,15,27,2,13,10"
audio-1434544325,"71,57,15,9,64,10,72,19,34,13"
audio-1434544328,"71,70,2,22,29,78,10,9,34,30"
audio-1434544399,"81,10,13,2,57,42,29,34,83,88"
audio-1434544404,"30,19,9,13,46,1,10,48,83,22"
audio-1434544438,"19,29,15,42,9,30,83,72,48,1"
audio-1434544516,"77,27,13,1,22,46,9,19,71,88"
audio-1434544523,"29,48,33,78,30,2,9,64,1,10"
audio-1434544537,"30,60,83,78,29,71,72,16,15,42"
audio-1488530906,"16,78,46,88,52,30,70,81,64,19"
audio-1488536771,"42,81,19,4,22,70,72,9,48,16"
audio-1488537017,"64,81,42,10,32,57,29,33,46,19"
audio-1488537035,"22,78,2,83,10,27,48,72,13,71"
audio-1488537041,"81,71,57,30,27,72,42,32,70,15"
audio-1488537080,"71,81,42,29,10,46,88,60,22,30"
audio-1488537137,"13,34,32,27,80,9,72,45,88,29"
audio-1488537619,"34,15,88,19,46,71,57,33,70,2"
audio-1488537747,"2,71,10,34,64,30,57,45,19,22"
audio-1488537799,"30,33,88,34,13,71,10,15,72,57"
audio-1488537965,"33,30,72,32,70,10,78,46,80,63"
audio-1488538008,"22,27,46,57,64,10,71,33,72,30"
audio-1488538030,"77,60,80,42,38,57,10,2,72,16"
audio-1488538104,"30,10,42,9,15,22,63,13,32,80"
audio-1488538214,"64,88,29,78,83,57,32,1,34,72"
audio-1488538221,"15,1,77,48,72,60,2,19,80,30"
audio-1488538285,"71,1,57,77,9,13,10,88,32,34"
audio-1488538313,"22,33,19,15,77,10,78,83,88,2"
audio-1488538399,"77,50,13,57,29,16,10,19,30,22"
audio-1488538689,"72,30,1,32,57,77,81,54,38,29"
audio-1488538753,"70,2,34,15,88,30,22,83,19,13"
audio-1488538862,"9,30,88,1,19,48,64,10,13,81"
audio-1488538883,"88,4,19,27,71,16,69,57,34,81"
audio-1488538996,"48,22,15,77,29,9,2,42,78,54"
audio-1488539000,"78,48,88,30,70,60,1,34,13,44"
audio-1488539139,"10,83,27,29,57,33,32,15,30,71"
audio-1488539165,"32,33,22,80,10,45,30,13,19,2"
audio-1488539207,"48,57,22,34,88,32,83,1,77,30"
audio-1488539213,"13,32,34,81,1,42,83,29,9,63"
audio-1488539298,"33,83,42,78,2,88,57,19,45,16"
audio-1488539860,"34,78,32,16,22,27,48,63,19,81"
audio-1488539877,"29,77,1,68,78,54,71,45,80,27"
audio-1488540244,"2,13,72,81,42,77,32,34,29,19"
audio-1488540253,"2,27,19,42,32,9,60,16,15,22"
audio-1488540457,"30,46,34,83,33,29,15,13,19,9"
audio-1488540586,"2,63,78,64,13,22,80,1,19,34"
audio-1488540656,"29,30,2,71,57,70,16,88,13,15"
audio-1488540660,"46,10,71,88,27,13,78,64,2,33"
audio-1488540716,"16,42,81,72,46,57,48,33,29,32"
audio-1488540755,"10,19,34,2,27,33,1,54,46,71"
audio-1488540961,"30,63,71,34,78,19,80,15,9,4"
audio-1488541099,"19,34,57,30,63,33,71,70,29,13"
audio-1488541302,"34,27,1,2,46,64,30,13,72,22"
audio-1488541374,"77,9,81,45,2,88,64,29,48,27"
audio-1488541411,"22,13,45,9,83,1,71,77,2,4"
audio-1488541940,"9,15,48,70,78,10,57,81,22,71"
audio-1488542427,"81,32,33,9,22,45,46,13,77,88"
audio-1488542526,"64,9,1,2,46,13,10,32,34,77"
audio-1488542627,"1,81,83,15,34,70,57,33,88,13"
audio-1488549692,"46,42,2,78,81,1,77,10,9,88"
audio-1488549851,"15,70,88,10,57,71,33,2,54,16"
audio-1488550286,"80,45,13,78,77,46,1,10,19,9"
audio-1488550577,"34,9,64,81,22,45,19,88,72,71"
audio-1488550763,"13,22,81,32,78,63,29,15,27,83"
audio-1488551096,"13,72,9,2,30,77,60,19,63,78"
audio-1488551480,"9,45,10,19,29,83,88,27,34,1"
audio-1488551785,"27,2,29,48,1,42,22,19,9,88"
audio-1488551992,"29,10,32,22,15,46,72,45,77,78"
audio-1488552005,"34,27,48,88,30,46,44,42,72,10"
audio-1488552117,"88,13,48,1,42,46,72,45,64,33"
audio-1488552143,"70,13,19,48,42,83,34,14,29,16"
audio-1488552227,"81,30,42,29,78,70,10,19,48,4"
audio-1488552393,"34,19,32,81,45,15,64,29,78,1"
audio-1488552442,"60,32,22,46,10,48,27,34,30,33"
audio-1488552972,"27,32,48,33,42,13,2,60,78,71"
audio-1488553140,"9,46,81,64,13,27,88,22,29,72"
audio-1488553320,"16,9,22,2,32,13,1,46,81,60"
audio-1488553594,"2,88,33,48,1,83,58,13,15,46"
audio-1488553641,"77,32,81,29,46,27,80,30,70,1"
audio-1488553980,"57,78,83,2,9,58,48,64,1,33"
audio-1488553990,"33,46,83,1,48,19,72,42,70,58"
audio-1488554032,"42,88,16,33,13,1,34,46,10,9"
audio-1488554046,"42,1,80,22,32,77,71,48,9,72"
audio-1488554285,"72,9,81,42,71,29,30,10,13,32"
audio-1488554525,"83,29,27,13,34,64,70,32,33,2"
audio-1488554557,"88,16,30,57,10,46,83,77,45,34"
audio-1488554564,"63,57,9,10,45,88,48,2,83,13"
audio-1488554572,"30,27,2,29,14,57,77,68,71,33"
audio-1488554802,"72,71,46,63,29,2,19,88,30,48"
audio-1488554807,"13,10,83,22,15,32,33,27,42,2"
audio-1488555610,"32,83,22,34,48,57,77,81,1,33"
audio-1488555619,"78,29,15,1,42,63,2,9,71,10"
audio-1488555639,"10,19,30,71,81,9,78,2,83,29"
audio-1488555822,"29,83,34,14,71,13,22,9,46,57"
audio-1488555991,"10,33,46,77,2,22,54,9,27,70"
audio-1488556113,"83,78,2,63,77,27,32,15,72,16"
audio-1488556133,"88,33,27,22,29,13,57,32,16,70"
audio-1488556149,"64,30,34,72,32,63,48,80,60,45"
audio-1488556185,"72,2,27,9,81,4,15,1,33,57"
audio-1488556224,"22,30,88,16,72,1,83,64,81,10"
audio-1488556460,"34,15,45,30,57,83,77,33,60,22"
audio-1488556638,"1,32,34,27,9,63,2,83,13,46"
audio-1488557062,"2,48,30,9,10,70,77,13,83,22"
audio-1488557073,"9,88,83,70,32,27,29,1,33,13"
audio-1488557223,"34,78,13,9,57,72,64,77,70,83"
audio-1488557253,"30,10,33,70,48,9,1,45,27,83"
audio-1488557290,"77,33,83,81,72,64,27,32,13,71"
audio-1488557462,"42,72,10,71,34,9,64,70,29,57"
audio-1488557498,"42,63,70,80,72,27,57,83,33,30"
audio-1488557507,"1,34,9,10,22,16,13,42,15,4"
audio-1488557587,"22,88,30,52,29,2,27,13,57,1"
audio-1488558290,"29,1,80,9,10,30,46,19,38,70"
audio-1488558805,"27,16,48,46,33,71,15,88,29,9"
audio-1488558888,"42,30,32,10,34,71,83,33,13,19"
audio-1488558927,"46,10,71,70,13,27,29,78,64,15"
audio-1488559261,"88,81,77,22,57,45,2,13,27,83"
audio-1488559509,"81,29,10,13,22,30,42,77,9,88"
audio-1488559513,"22,13,57,29,33,83,70,30,10,9"
audio-1488559850,"42,71,70,29,2,83,72,46,57,30"
audio-1488559912,"1,9,29,13,70,32,10,81,19,22"
audio-1488559954,"29,32,13,10,46,64,22,9,77,58"
audio-1488560001,"70,42,22,34,72,83,9,33,30,81"
audio-1488560033,"9,71,57,2,48,88,22,32,63,33"
audio-1488560038,"42,46,71,34,22,81,63,45,83,48"
audio-1488560061,"88,42,71,30,13,10,4,70,33,2"
audio-1488560069,"34,32,78,64,13,71,63,10,88,68"
audio-1488560146,"15,83,57,32,80,33,2,63,88,60"
audio-1488560970,"71,10,42,81,30,33,83,13,22,2"
audio-1488561008,"72,63,10,33,27,30,61,42,15,54"
audio-1488561470,"13,16,42,30,29,9,72,1,83,77"
audio-1488561801,"2,1,4,27,19,33,46,88,13,30"
audio-1488561845,"70,72,22,57,46,88,13,9,83,30"
audio-1488562294,"48,72,34,10,70,63,32,78,27,15"
audio-1488562775,"15,22,77,64,27,78,80,16,1,70"
audio-1488562784,"48,29,19,72,57,83,30,46,15,45"
audio-1488562994,"22,29,42,33,77,64,83,57,81,16"
audio-1488563258,"9,15,71,29,70,64,34,30,14,22"
audio-1488563776,"13,32,42,14,22,71,16,48,88,46"
audio-1488563907,"57,42,80,9,70,71,22,72,78,83"
audio-1488621918,"88,71,70,4,42,72,1,78,29,22"
audio-1488621988,"29,19,22,64,80,71,83,58,77,9"
audio-1488622044,"48,83,33,70,57,42,32,19,88,71"
audio-1488622064,"32,19,1,42,88,77,9,13,64,60"
audio-1488622107,"16,13,9,30,33,46,32,19,78,2"
audio-1488622259,"16,72,81,33,30,2,64,46,22,48"
audio-1488622268,"46,22,64,2,33,77,57,71,72,10"
audio-1488622278,"88,2,81,22,60,33,71,1,77,9"
audio-1488622288,"16,27,33,1,88,30,9,83,60,2"
audio-1488622303,"57,77,34,22,2,33,10,42,46,81"
audio-1488622337,"32,15,72,81,10,9,29,16,2,30"
audio-1488622365,"15,72,88,13,81,34,57,16,29,19"
audio-1488622489,"46,71,57,63,13,32,9,29,45,83"
audio-1488622518,"88,46,13,1,33,83,45,72,19,10"
audio-1488622599,"9,63,88,10,30,13,78,48,34,64"
audio-1488622713,"48,72,16,34,45,4,30,33,71,2"
audio-1488622754,"16,32,63,57,34,60,4,15,33,38"
audio-1488623209,"13,16,1,42,81,15,33,2,88,29"
audio-1488623227,"78,30,29,1,71,9,88,15,70,2"
audio-1488623591,"57,30,29,80,81,45,83,72,64,70"
audio-1488623612,"78,32,70,64,34,4,83,71,22,33"
audio-1488623625,"72,1,2,10,27,30,71,22,83,9"
audio-1488623926,"63,72,78,88,32,33,16,15,83,42"
audio-1488623936,"19,10,83,32,46,14,88,70,45,4"
audio-1488624642,"34,16,30,1,27,71,42,10,46,57"
audio-1488627320,"45,2,34,27,9,29,71,88,13,33"
audio-1488627370,"27,83,30,33,48,32,29,1,81,46"
audio-1488628060,"72,42,57,30,81,46,70,27,32,4"
audio-1488628074,"46,72,30,88,80,32,60,9,34,29"
audio-1488628400,"48,83,45,42,9,33,81,30,27,34"
audio-1488633361,"33,70,64,30,10,9,32,34,1,42"
audio-1488633387,"34,13,45,2,22,42,48,9,70,32"
audio-1488633495,"42,63,1,27,81,71,45,46,32,54"
audio-1488633504,"83,2,10,33,88,57,4,42,81,29"
audio-1488633774,"1,13,30,45,88,71,27,48,9,10"
audio-1488633987,"45,22,9,30,77,78,42,33,16,13"
audio-1488634162,"60,22,13,71,4,47,81,34,77,10"
audio-1488634293,"1,80,88,19,33,57,70,15,78,29"
audio-1488634354,"64,19,45,57,4,48,80,30,77,33"
audio-1488634619,"9,1,64,71,32,2,30,33,42,72"
audio-1488634631,"78,22,4,19,10,27,46,88,32,57"
audio-1488634952,"81,64,32,13,2,80,30,1,14,57"
audio-1488635035,"30,29,10,1,27,83,64,71,78,45"
audio-1488635901,"9,34,32,2,88,10,1,33,14,15"
audio-1488635976,"33,71,83,32,45,78,42,77,34,16"
audio-1488637186,"83,13,1,10,22,45,48,27,15,30"
audio-1488637203,"83,30,10,34,70,27,33,46,77,22"
audio-1488637394,"64,57,30,10,2,22,83,46,48,1"
audio-1488637478,"32,46,72,9,78,2,30,88,19,57"
audio-1488637620,"13,15,19,72,42,70,32,48,77,27"
audio-1488637792,"57,19,9,88,46,48,1,33,81,16"
audio-1488638135,"9,2,34,10,22,27,13,46,29,72"
audio-1488638299,"48,27,10,33,34,71,1,81,88,83"
audio-1488638623,"77,1,29,70,46,63,9,22,71,45"
audio-1488638656,"81,46,32,71,29,57,13,9,70,42"
audio-1488638748,"29,81,13,57,46,72,30,22,48,71"
audio-1488638890,"46,33,34,15,57,27,22,48,71,42"
audio-1488638972,"48,70,72,32,83,54,16,33,81,1"
audio-1488639005,"9,19,33,29,48,22,71,2,63,13"
audio-1488639068,"29,22,42,9,15,30,57,70,34,71"
audio-1488639471,"70,29,42,33,88,57,10,64,46,30"
audio-1488639671,"29,58,13,16,60,45,30,2,22,32"
audio-1488969321,"1,78,10,29,57,9,14,22,72,88"
audio-1488969367,"10,57,30,15,9,13,1,27,29,78"
audio-1488969772,"33,22,63,42,1,88,57,10,32,48"
audio-1488969797,"13,71,58,64,44,19,15,42,1,81"
audio-1488969846,"81,30,19,42,64,63,16,83,10,54"
audio-1488970233,"78,22,77,1,54,71,83,19,9,42"
audio-1488970265,"34,27,83,33,13,10,29,88,64,1"
audio-1488970325,"42,72,27,19,16,13,88,29,71,32"
audio-1488970338,"13,30,48,33,9,77,64,83,70,2"
audio-1488970408,"22,30,46,71,48,72,15,45,70,34"
audio-1488970639,"48,63,9,72,30,29,78,46,81,4"
audio-1488970684,"27,33,1,45,83,30,22,80,13,72"
audio-1488970741,"1,80,34,45,13,32,27,63,86,83"
audio-1488970848,"78,57,14,9,34,27,22,32,71,72"
audio-1488970858,"1,15,33,10,77,45,48,71,81,30"
audio-1488970871,"33,80,29,1,34,32,10,46,81,13"
audio-1488970877,"13,88,30,57,48,34,22,71,9,70"
audio-1488970884,"77,33,60,34,30,4,64,1,19,57"
audio-1488971060,"78,64,30,46,71,1,27,88,9,77"
audio-1488971234,"33,72,83,27,42,32,81,22,10,77"
audio-1488971243,"9,13,33,81,46,29,38,34,61,22"
audio-1488971403,"34,72,16,13,29,22,2,10,46,33"
audio-1488971515,"83,29,14,9,45,34,72,32,88,54"
audio-1488971551,"48,27,81,45,19,22,42,72,1,30"
audio-1488971563,"70,29,42,63,33,1,48,71,19,46"
audio-1488971682,"72,15,13,30,42,57,27,2,78,9"
audio-1488971698,"42,88,48,78,30,22,33,64,63,27"
audio-1488971777,"4,9,13,29,42,46,83,1,2,32"
audio-1488971970,"30,2,48,71,27,29,9,22,42,64"
audio-1488972018,"71,9,34,81,80,27,29,42,2,45"
audio-1488972023,"72,33,63,10,80,78,71,46,13,34"
audio-1488972047,"78,1,71,19,88,72,77,57,42,45"
audio-1488972081,"13,63,77,83,1,45,33,32,22,42"
audio-1488972087,"71,88,13,1,27,2,72,57,80,63"
audio-1488972114,"30,81,16,10,2,77,80,33,57,22"
audio-1488972157,"27,9,48,78,2,57,32,70,29,13"
audio-1488972176,"32,30,48,81,46,80,15,42,9,33"
audio-1488973460,"32,33,22,2,78,15,46,72,27,77"
audio-1488973561,"2,1,42,81,34,78,48,15,22,9"
audio-1488973613,"34,70,77,16,22,30,72,9,33,46"
audio-1488973672,"9,19,15,13,33,22,88,46,1,83"
audio-1488973838,"22,32,30,83,78,10,57,15,46,34"
audio-1488973879,"13,46,30,33,27,16,15,63,19,29"
audio-1488973920,"27,32,33,64,48,77,45,22,2,30"
audio-1488973982,"32,72,29,71,48,19,30,83,1,88"
audio-1488973990,"30,9,29,13,42,78,70,22,88,33"
audio-1488974125,"42,13,9,30,46,32,72,71,78,4"
audio-1488974155,"72,9,57,27,19,64,33,10,48,78"
audio-1488974179,"71,48,33,42,9,27,70,1,45,83"
audio-1488974241,"27,57,22,33,10,30,83,1,9,88"
audio-1488974301,"57,22,13,78,2,72,14,16,70,10"
audio-1488974324,"15,72,13,80,46,10,57,78,83,4"
audio-1488974363,"70,71,46,42,32,48,57,27,88,78"
audio-1488974371,"81,30,57,78,10,9,70,46,77,34"
audio-1488974379,"45,22,72,27,70,34,46,57,13,48"
audio-1488974480,"45,29,32,13,78,80,22,46,71,88"
audio-1488974512,"1,60,42,46,15,16,48,70,80,30"
audio-1488974597,"81,33,4,22,71,45,48,13,72,29"
audio-1488974627,"57,9,80,42,2,86,72,58,63,44"
audio-1488974633,"19,45,57,81,2,70,88,42,14,29"
audio-1488974675,"1,32,22,71,42,9,30,78,34,15"
audio-1488974689,"13,22,58,9,2,27,57,30,88,60"
audio-1488974708,"2,46,77,29,58,42,9,32,70,34"
audio-1488974728,"71,57,9,29,1,27,46,64,10,13"
audio-1488974834,"22,46,64,27,19,48,70,13,32,34"
audio-1488974854,"72,48,1,9,71,2,46,34,15,64"
audio-1488975046,"19,78,48,72,30,9,80,15,58,29"
audio-1488975085,"34,15,13,22,27,1,63,46,30,33"
audio-1488975246,"22,2,19,34,29,70,57,88,83,77"
audio-1488975311,"9,1,13,83,4,32,22,57,81,34"
audio-1488975321,"13,88,46,15,2,22,33,30,80,48"
audio-1488975385,"33,30,32,16,88,78,22,63,27,57"
audio-1488975467,"64,72,29,34,88,9,30,22,48,57"
audio-1488975495,"33,48,30,45,2,19,34,29,57,70"
audio-1488975504,"71,19,10,81,60,15,13,54,9,2"
audio-1488975573,"1,15,70,29,34,10,78,32,9,42"
audio-1488975576,"2,72,1,48,70,34,33,54,78,64"
audio-1488975594,"46,9,33,2,78,57,83,48,71,81"
audio-1488975668,"33,70,57,45,32,78,72,83,77,48"
audio-1488975730,"57,48,71,32,72,33,64,2,9,29"
audio-1488975843,"72,48,22,19,2,1,13,33,78,42"
audio-1488975853,"83,64,32,10,27,42,34,77,57,78"
audio-1488975891,"70,81,4,57,64,16,29,13,22,88"
audio-1488975923,"33,78,77,2,9,4,46,13,83,32"
audio-1488975936,"46,30,2,71,13,34,33,9,72,88"
audio-1488975942,"57,32,48,13,80,71,27,2,10,64"
audio-1488975959,"22,29,78,27,83,15,48,10,70,33"
audio-1488976167,"32,42,22,78,1,77,34,30,80,81"
audio-1488976201,"72,15,32,80,22,48,10,83,2,45"
audio-1488976314,"83,42,1,2,78,27,30,22,13,34"
audio-1488982560,"22,72,30,71,33,83,34,70,9,32"
audio-1488982576,"15,77,72,29,70,46,1,16,63,71"
audio-1488982791,"42,57,33,81,19,2,27,80,30,29"
audio-1488982845,"42,27,72,16,77,15,4,22,19,83"
audio-1488982882,"13,48,80,9,77,19,1,30,16,57"
audio-1488983081,"2,10,15,22,29,30,4,9,46,19"
audio-1488983139,"13,29,22,57,81,2,34,30,78,46"
audio-1488983170,"27,10,13,9,2,72,83,34,57,33"
audio-1488983177,"71,30,81,70,1,13,77,63,10,60"
audio-1488983395,"71,48,30,15,9,34,57,46,1,42"
audio-1488983412,"2,78,29,10,32,30,46,83,1,72"
audio-1488983452,"81,9,58,64,30,34,78,33,19,22"
audio-1488983530,"72,57,34,63,71,32,9,10,46,88"
audio-1488983583,"33,78,34,70,88,2,45,15,83,64"
audio-1488983597,"77,33,13,46,2,42,10,22,60,72"
audio-1488983654,"22,9,42,48,16,34,30,88,71,33"
audio-1488983695,"83,13,72,34,57,78,88,70,45,33"
audio-1488983706,"81,30,32,70,63,88,46,1,33,77"
audio-1488983746,"9,22,16,57,72,13,46,33,48,80"
audio-1488983764,"80,22,2,33,83,57,13,30,16,46"
audio-1488983786,"27,70,10,1,19,13,72,58,71,46"
audio-1488983921,"78,27,1,2,81,72,16,29,64,19"
audio-1488983970,"4,19,42,77,2,9,48,88,83,13"
audio-1488983974,"22,16,34,64,63,9,1,72,42,19"
audio-1488984043,"29,57,9,48,42,13,10,45,32,33"
audio-1488984107,"83,22,1,81,71,15,29,47,42,57"
audio-1488984143,"70,54,19,27,22,1,29,13,45,46"
audio-1488984159,"13,9,1,46,64,34,72,10,27,30"
audio-1488984169,"71,70,33,15,9,64,30,57,83,13"
audio-1488984174,"33,77,15,10,32,30,70,22,27,83"
audio-1488984246,"19,1,9,81,71,70,10,42,33,83"
audio-1488984292,"70,19,57,27,88,32,13,63,29,16"
audio-1488984345,"32,72,2,4,9,57,13,88,45,78"
audio-1488984407,"83,22,34,72,9,33,57,30,27,32"
audio-1488984441,"83,34,78,60,71,22,57,13,64,16"
audio-1488984460,"1,9,80,71,48,13,29,19,46,22"
audio-1488984480,"34,22,48,80,29,2,77,88,4,32"
audio-1488984501,"29,71,9,77,13,78,58,16,80,83"
audio-1488984518,"48,34,9,10,42,57,1,71,83,14"
audio-1488984540,"30,70,9,71,16,19,83,72,78,46"
audio-1488984587,"64,30,9,81,22,34,48,2,33,70"
audio-1488984599,"77,72,1,29,83,71,88,13,63,32"
audio-1488984633,"42,15,45,19,78,77,33,30,2,81"
audio-1488984678,"33,64,30,81,42,29,46,14,22,57"
audio-1488984685,"1,46,81,64,30,19,33,2,34,80"
audio-1488984701,"78,70,34,1,32,30,29,22,27,19"
audio-1488984784,"32,70,45,42,83,10,29,33,15,88"
audio-1488984793,"30,13,78,81,48,9,80,42,19,10"
audio-1488984819,"72,1,9,15,77,34,30,42,60,2"
audio-1488984892,"10,15,29,1,42,71,88,57,78,63"
audio-1488985033,"2,48,29,9,72,34,57,27,19,42"
audio-1488985088,"33,83,19,32,4,77,78,64,71,15"
audio-1488985115,"19,27,2,70,9,88,30,81,71,16"
audio-1488985193,"1,27,13,9,34,42,2,77,16,45"
audio-1488985196,"10,64,78,29,19,72,33,34,46,22"
audio-1488985220,"72,54,34,22,70,13,15,48,71,42"
audio-1488985288,"15,88,29,48,9,30,78,34,77,10"
audio-1488985356,"77,63,88,64,13,27,45,32,30,1"
audio-1488985435,"71,57,29,27,30,4,10,15,88,16"
audio-1488985555,"32,27,45,88,30,10,48,81,63,1"
audio-1488985640,"81,88,9,4,16,22,32,64,27,83"
audio-1488985771,"83,88,72,57,42,78,77,45,13,80"
audio-1488985787,"64,2,42,22,71,30,83,33,34,9"
audio-1488985919,"34,80,1,2,29,77,32,13,70,83"
audio-1488985977,"22,10,29,9,13,48,27,54,19,2"
audio-1488986047,"1,81,27,13,2,54,29,15,46,71"
audio-1488986054,"46,63,13,83,10,22,33,32,70,61"
audio-1488986085,"22,88,80,64,72,83,29,46,33,30"
audio-1488986103,"33,22,48,19,70,1,32,29,46,78"
audio-1488986111,"42,29,19,2,16,33,22,88,57,15"
audio-1488986307,"32,77,19,10,70,13,22,83,57,42"
audio-1488986340,"34,10,1,2,71,42,27,81,83,33"
audio-1488986382,"33,48,72,9,83,46,71,70,80,54"
audio-1488986411,"1,45,33,15,42,19,10,69,46,81"
audio-1488986433,"45,30,71,22,13,78,19,88,29,42"
audio-1488986490,"46,22,10,2,13,34,15,30,33,32"
audio-1488986587,"72,9,27,64,34,15,81,4,13,32"
audio-1488986614,"77,46,33,13,78,9,1,42,29,81"
audio-1488986651,"30,15,27,71,13,32,29,78,19,9"
audio-1488986652,"29,77,63,72,71,45,46,9,32,13"
audio-1488986768,"10,30,19,32,71,77,27,72,33,2"
