audio,layer,neuron
audio-ch-ch-ch,block0_layer1_conv_module1_in_proj,220
audio-oo-oo-oo-oo,block0_layer1_conv_module1_in_proj,193
audio-oo-oo-oo-oo,block0_layer1_conv_module1_in_proj,197
audio-oo-oo-oo-oo,block0_layer1_conv_module1_in_proj,37
audio-oo-oo-oo-oo,block0_layer1_conv_module1_in_proj,200
audio-oo-oo-oo-oo,block0_layer1_conv_module1_in_proj,169
audio-oo-oo-oo-oo,block0_layer1_conv_module1_in_proj,110
audio-oo-oo-oo-oo,block0_layer1_conv_module1_in_proj,144
audio-oo-oo-oo-oo,block0_layer1_conv_module1_in_proj,369
audio-oo-oo-oo-oo,block0_layer1_conv_module1_in_proj,52
audio-a-a,block0_layer1_feed_forward2_in_proj,385
audio-a-a,block0_layer1_feed_forward2_in_proj,356
audio-a-a,block0_layer1_feed_forward2_in_proj,294
audio-a-a,block0_layer1_feed_forward2_in_proj,231
audio-a-a,block0_layer1_feed_forward2_in_proj,41
audio-a-a,block0_layer1_feed_forward2_in_proj,139
audio-a-a,block0_layer1_feed_forward2_in_proj,77
audio-a-a,block0_layer1_feed_forward2_in_proj,46
audio-a-a,block0_layer1_feed_forward2_in_proj,430
audio-a-a,block0_layer1_feed_forward2_in_proj,180
audio-ch-ch-ch,block0_layer1_feed_forward2_in_proj,35
audio-ch-ch-ch,block0_layer1_feed_forward2_in_proj,296
audio-ch-ch-ch,block0_layer1_feed_forward2_in_proj,8
audio-ch-ch-ch,block0_layer1_feed_forward2_in_proj,426
audio-ch-ch-ch,block0_layer1_feed_forward2_in_proj,491
audio-ch-ch-ch,block0_layer1_feed_forward2_in_proj,137
audio-ch-ch-ch,block0_layer1_feed_forward2_in_proj,363
audio-ch-ch-ch,block0_layer1_feed_forward2_in_proj,171
audio-ch-ch-ch,block0_layer1_feed_forward2_in_proj,307
audio-ch-ch-ch,block0_layer1_feed_forward2_in_proj,123
audio-oo-oo-oo-oo,block0_layer1_feed_forward2_in_proj,416
audio-oo-oo-oo-oo,block0_layer1_feed_forward2_in_proj,323
audio-oo-oo-oo-oo,block0_layer1_feed_forward2_in_proj,234
audio-oo-oo-oo-oo,block0_layer1_feed_forward2_in_proj,368
audio-oo-oo-oo-oo,block0_layer1_feed_forward2_in_proj,436
audio-oo-oo-oo-oo,block0_layer1_feed_forward2_in_proj,280
audio-oo-oo-oo-oo,block0_layer1_feed_forward2_in_proj,281
audio-oo-oo-oo-oo,block0_layer1_feed_forward2_in_proj,506
audio-oo-oo-oo-oo,block0_layer1_feed_forward2_in_proj,92
audio-oo-oo-oo-oo,block0_layer1_feed_forward2_in_proj,125
audio-a-a,block0_layer1_self_attn2_in_proj,32
audio-a-a,block0_layer1_self_attn2_in_proj,0
audio-a-a,block0_layer1_self_attn2_in_proj,45
audio-ch-ch-ch,block0_layer1_self_attn2_in_proj,25
audio-ch-ch-ch,block0_layer1_self_attn2_in_proj,35
audio-oo-oo-oo-oo,block0_layer1_self_attn2_in_proj,8
audio-a-a,block0_layer1_self_attn2_out_proj,164
audio-a-a,block0_layer1_self_attn2_out_proj,105
audio-a-a,block0_layer1_self_attn2_out_proj,109
audio-a-a,block0_layer1_self_attn2_out_proj,147
audio-a-a,block0_layer1_self_attn2_out_proj,31
audio-ch-ch-ch,block0_layer1_self_attn2_out_proj,139
audio-ch-ch-ch,block0_layer1_self_attn2_out_proj,142
audio-ch-ch-ch,block0_layer1_self_attn2_out_proj,112
audio-ch-ch-ch,block0_layer1_self_attn2_out_proj,26
audio-ch-ch-ch,block0_layer1_self_attn2_out_proj,124
audio-oo-oo-oo-oo,block0_layer1_self_attn2_out_proj,1
audio-oo-oo-oo-oo,block0_layer1_self_attn2_out_proj,102
audio-oo-oo-oo-oo,block0_layer1_self_attn2_out_proj,10
audio-oo-oo-oo-oo,block0_layer1_self_attn2_out_proj,48
audio-oo-oo-oo-oo,block0_layer1_self_attn2_out_proj,86
audio-oo-oo-oo-oo,block0_layer1_self_attn2_out_proj,91
audio-oo-oo-oo-oo,block0_layer1_self_attn2_out_proj,188
audio-a-a,block0_layer1_conv_module2_in_proj,32
audio-a-a,block0_layer1_conv_module2_in_proj,193
audio-a-a,block0_layer1_conv_module2_in_proj,64
audio-a-a,block0_layer1_conv_module2_in_proj,132
audio-a-a,block0_layer1_conv_module2_in_proj,331
audio-a-a,block0_layer1_conv_module2_in_proj,44
audio-a-a,block0_layer1_conv_module2_in_proj,110
audio-a-a,block0_layer1_conv_module2_in_proj,341
audio-a-a,block0_layer1_conv_module2_in_proj,287
audio-ch-ch-ch,block0_layer1_conv_module2_in_proj,167
audio-ch-ch-ch,block0_layer1_conv_module2_in_proj,298
audio-ch-ch-ch,block0_layer1_conv_module2_in_proj,269
audio-ch-ch-ch,block0_layer1_conv_module2_in_proj,81
audio-ch-ch-ch,block0_layer1_conv_module2_in_proj,83
audio-ch-ch-ch,block0_layer1_conv_module2_in_proj,276
audio-ch-ch-ch,block0_layer1_conv_module2_in_proj,116
audio-ch-ch-ch,block0_layer1_conv_module2_in_proj,376
audio-ch-ch-ch,block0_layer1_conv_module2_in_proj,90
audio-oo-oo-oo-oo,block0_layer1_conv_module2_in_proj,194
audio-oo-oo-oo-oo,block0_layer1_conv_module2_in_proj,4
audio-oo-oo-oo-oo,block0_layer1_conv_module2_in_proj,299
audio-oo-oo-oo-oo,block0_layer1_conv_module2_in_proj,140
audio-oo-oo-oo-oo,block0_layer1_conv_module2_in_proj,272
audio-oo-oo-oo-oo,block0_layer1_conv_module2_in_proj,20
audio-oo-oo-oo-oo,block0_layer1_conv_module2_in_proj,151
audio-oo-oo-oo-oo,block0_layer1_conv_module2_in_proj,345
audio-oo-oo-oo-oo,block0_layer1_conv_module2_in_proj,154
audio-oo-oo-oo-oo,block0_layer1_conv_module2_in_proj,284
audio-a-a,block0_layer1_feed_forward3_in_proj,305
audio-a-a,block0_layer1_feed_forward3_in_proj,307
audio-a-a,block0_layer1_feed_forward3_in_proj,373
audio-a-a,block0_layer1_feed_forward3_in_proj,310
audio-a-a,block0_layer1_feed_forward3_in_proj,598
audio-a-a,block0_layer1_feed_forward3_in_proj,472
audio-a-a,block0_layer1_feed_forward3_in_proj,346
audio-a-a,block0_layer1_feed_forward3_in_proj,507
audio-a-a,block0_layer1_feed_forward3_in_proj,541
audio-a-a,block0_layer1_feed_forward3_in_proj,446
audio-ch-ch-ch,block0_layer1_feed_forward3_in_proj,417
audio-ch-ch-ch,block0_layer1_feed_forward3_in_proj,609
audio-ch-ch-ch,block0_layer1_feed_forward3_in_proj,26
audio-ch-ch-ch,block0_layer1_feed_forward3_in_proj,196
audio-ch-ch-ch,block0_layer1_feed_forward3_in_proj,580
audio-ch-ch-ch,block0_layer1_feed_forward3_in_proj,71
audio-ch-ch-ch,block0_layer1_feed_forward3_in_proj,58
audio-ch-ch-ch,block0_layer1_feed_forward3_in_proj,221
audio-ch-ch-ch,block0_layer1_feed_forward3_in_proj,94
audio-oo-oo-oo-oo,block0_layer1_feed_forward3_in_proj,356
audio-oo-oo-oo-oo,block0_layer1_feed_forward3_in_proj,453
audio-oo-oo-oo-oo,block0_layer1_feed_forward3_in_proj,134
audio-oo-oo-oo-oo,block0_layer1_feed_forward3_in_proj,40
audio-oo-oo-oo-oo,block0_layer1_feed_forward3_in_proj,204
audio-oo-oo-oo-oo,block0_layer1_feed_forward3_in_proj,111
audio-oo-oo-oo-oo,block0_layer1_feed_forward3_in_proj,114
audio-oo-oo-oo-oo,block0_layer1_feed_forward3_in_proj,148
audio-oo-oo-oo-oo,block0_layer1_feed_forward3_in_proj,500
audio-a-a,block1_layer0_self_attn_weights_in_proj,0
audio-a-a,block1_layer0_self_attn_weights_in_proj,99
audio-a-a,block1_layer0_self_attn_weights_in_proj,36
audio-a-a,block1_layer0_self_attn_weights_in_proj,166
audio-a-a,block1_layer0_self_attn_weights_in_proj,135
audio-a-a,block1_layer0_self_attn_weights_in_proj,266
audio-a-a,block1_layer0_self_attn_weights_in_proj,268
audio-a-a,block1_layer0_self_attn_weights_in_proj,119
audio-a-a,block1_layer0_self_attn_weights_in_proj,250
audio-a-a,block1_layer0_self_attn_weights_in_proj,31
audio-ch-ch-ch,block1_layer0_self_attn_weights_in_proj,96
audio-ch-ch-ch,block1_layer0_self_attn_weights_in_proj,161
audio-ch-ch-ch,block1_layer0_self_attn_weights_in_proj,1
audio-ch-ch-ch,block1_layer0_self_attn_weights_in_proj,33
audio-ch-ch-ch,block1_layer0_self_attn_weights_in_proj,42
audio-ch-ch-ch,block1_layer0_self_attn_weights_in_proj,110
audio-ch-ch-ch,block1_layer0_self_attn_weights_in_proj,211
audio-ch-ch-ch,block1_layer0_self_attn_weights_in_proj,83
audio-ch-ch-ch,block1_layer0_self_attn_weights_in_proj,182
audio-ch-ch-ch,block1_layer0_self_attn_weights_in_proj,120
audio-oo-oo-oo-oo,block1_layer0_self_attn_weights_in_proj,3
audio-oo-oo-oo-oo,block1_layer0_self_attn_weights_in_proj,46
audio-oo-oo-oo-oo,block1_layer0_self_attn_weights_in_proj,78
audio-oo-oo-oo-oo,block1_layer0_self_attn_weights_in_proj,145
audio-oo-oo-oo-oo,block1_layer0_self_attn_weights_in_proj,22
audio-oo-oo-oo-oo,block1_layer0_self_attn_weights_in_proj,151
audio-oo-oo-oo-oo,block1_layer0_self_attn_weights_in_proj,153
audio-oo-oo-oo-oo,block1_layer0_self_attn_weights_in_proj,156
audio-oo-oo-oo-oo,block1_layer0_self_attn_weights_in_proj,126
audio-oo-oo-oo-oo,block1_layer0_self_attn_weights_in_proj,63
audio-a-a,block1_layer0_feed_forward1_in_proj,37
audio-a-a,block1_layer0_feed_forward1_in_proj,557
audio-a-a,block1_layer0_feed_forward1_in_proj,367
audio-a-a,block1_layer0_feed_forward1_in_proj,48
audio-a-a,block1_layer0_feed_forward1_in_proj,19
audio-a-a,block1_layer0_feed_forward1_in_proj,435
audio-a-a,block1_layer0_feed_forward1_in_proj,179
audio-a-a,block1_layer0_feed_forward1_in_proj,507
audio-a-a,block1_layer0_feed_forward1_in_proj,476
audio-ch-ch-ch,block1_layer0_feed_forward1_in_proj,228
audio-ch-ch-ch,block1_layer0_feed_forward1_in_proj,69
audio-ch-ch-ch,block1_layer0_feed_forward1_in_proj,548
audio-ch-ch-ch,block1_layer0_feed_forward1_in_proj,455
audio-ch-ch-ch,block1_layer0_feed_forward1_in_proj,365
audio-ch-ch-ch,block1_layer0_feed_forward1_in_proj,176
audio-ch-ch-ch,block1_layer0_feed_forward1_in_proj,120
audio-ch-ch-ch,block1_layer0_feed_forward1_in_proj,189
audio-oo-oo-oo-oo,block1_layer0_feed_forward1_in_proj,448
audio-oo-oo-oo-oo,block1_layer0_feed_forward1_in_proj,447
audio-oo-oo-oo-oo,block1_layer0_feed_forward1_in_proj,458
audio-oo-oo-oo-oo,block1_layer0_feed_forward1_in_proj,75
audio-oo-oo-oo-oo,block1_layer0_feed_forward1_in_proj,307
audio-oo-oo-oo-oo,block1_layer0_feed_forward1_in_proj,52
audio-oo-oo-oo-oo,block1_layer0_feed_forward1_in_proj,310
audio-oo-oo-oo-oo,block1_layer0_feed_forward1_in_proj,219
audio-oo-oo-oo-oo,block1_layer0_feed_forward1_in_proj,127
audio-a-a,block1_layer0_nonlin_attention_in_proj,160
audio-a-a,block1_layer0_nonlin_attention_in_proj,8
audio-a-a,block1_layer0_nonlin_attention_in_proj,108
audio-a-a,block1_layer0_nonlin_attention_in_proj,397
audio-a-a,block1_layer0_nonlin_attention_in_proj,114
audio-a-a,block1_layer0_nonlin_attention_in_proj,179
audio-a-a,block1_layer0_nonlin_attention_in_proj,404
audio-a-a,block1_layer0_nonlin_attention_in_proj,572
audio-a-a,block1_layer0_nonlin_attention_in_proj,223
audio-ch-ch-ch,block1_layer0_nonlin_attention_in_proj,224
audio-ch-ch-ch,block1_layer0_nonlin_attention_in_proj,546
audio-ch-ch-ch,block1_layer0_nonlin_attention_in_proj,260
audio-ch-ch-ch,block1_layer0_nonlin_attention_in_proj,106
audio-ch-ch-ch,block1_layer0_nonlin_attention_in_proj,43
audio-ch-ch-ch,block1_layer0_nonlin_attention_in_proj,427
audio-ch-ch-ch,block1_layer0_nonlin_attention_in_proj,363
audio-ch-ch-ch,block1_layer0_nonlin_attention_in_proj,335
audio-ch-ch-ch,block1_layer0_nonlin_attention_in_proj,535
audio-ch-ch-ch,block1_layer0_nonlin_attention_in_proj,218
audio-oo-oo-oo-oo,block1_layer0_nonlin_attention_in_proj,67
audio-oo-oo-oo-oo,block1_layer0_nonlin_attention_in_proj,250
audio-oo-oo-oo-oo,block1_layer0_nonlin_attention_in_proj,140
audio-oo-oo-oo-oo,block1_layer0_nonlin_attention_in_proj,367
audio-oo-oo-oo-oo,block1_layer0_nonlin_attention_in_proj,275
audio-oo-oo-oo-oo,block1_layer0_nonlin_attention_in_proj,181
audio-oo-oo-oo-oo,block1_layer0_nonlin_attention_in_proj,342
audio-oo-oo-oo-oo,block1_layer0_nonlin_attention_in_proj,568
audio-oo-oo-oo-oo,block1_layer0_nonlin_attention_in_proj,58
audio-a-a,block1_layer0_nonlin_attention_out_proj,226
audio-a-a,block1_layer0_nonlin_attention_out_proj,133
audio-a-a,block1_layer0_nonlin_attention_out_proj,73
audio-a-a,block1_layer0_nonlin_attention_out_proj,201
audio-a-a,block1_layer0_nonlin_attention_out_proj,140
audio-a-a,block1_layer0_nonlin_attention_out_proj,114
audio-a-a,block1_layer0_nonlin_attention_out_proj,150
audio-a-a,block1_layer0_nonlin_attention_out_proj,26
audio-a-a,block1_layer0_nonlin_attention_out_proj,187
audio-ch-ch-ch,block1_layer0_nonlin_attention_out_proj,224
audio-ch-ch-ch,block1_layer0_nonlin_attention_out_proj,196
audio-ch-ch-ch,block1_layer0_nonlin_attention_out_proj,104
audio-ch-ch-ch,block1_layer0_nonlin_attention_out_proj,43
audio-ch-ch-ch,block1_layer0_nonlin_attention_out_proj,22
audio-ch-ch-ch,block1_layer0_nonlin_attention_out_proj,215
audio-ch-ch-ch,block1_layer0_nonlin_attention_out_proj,92
audio-ch-ch-ch,block1_layer0_nonlin_attention_out_proj,30
audio-ch-ch-ch,block1_layer0_nonlin_attention_out_proj,191
audio-oo-oo-oo-oo,block1_layer0_nonlin_attention_out_proj,160
audio-oo-oo-oo-oo,block1_layer0_nonlin_attention_out_proj,131
audio-oo-oo-oo-oo,block1_layer0_nonlin_attention_out_proj,170
audio-oo-oo-oo-oo,block1_layer0_nonlin_attention_out_proj,203
audio-oo-oo-oo-oo,block1_layer0_nonlin_attention_out_proj,237
audio-oo-oo-oo-oo,block1_layer0_nonlin_attention_out_proj,143
audio-oo-oo-oo-oo,block1_layer0_nonlin_attention_out_proj,86
audio-oo-oo-oo-oo,block1_layer0_nonlin_attention_out_proj,57
audio-oo-oo-oo-oo,block1_layer0_nonlin_attention_out_proj,218
audio-oo-oo-oo-oo,block1_layer0_nonlin_attention_out_proj,159
audio-a-a,block1_layer0_self_attn1_in_proj,33
audio-a-a,block1_layer0_self_attn1_in_proj,19
audio-a-a,block1_layer0_self_attn1_in_proj,47
audio-ch-ch-ch,block1_layer0_self_attn1_in_proj,34
audio-ch-ch-ch,block1_layer0_self_attn1_in_proj,35
audio-ch-ch-ch,block1_layer0_self_attn1_in_proj,38
audio-ch-ch-ch,block1_layer0_self_attn1_in_proj,40
audio-ch-ch-ch,block1_layer0_self_attn1_in_proj,46
audio-oo-oo-oo-oo,block1_layer0_self_attn1_in_proj,16
audio-oo-oo-oo-oo,block1_layer0_self_attn1_in_proj,9
audio-oo-oo-oo-oo,block1_layer0_self_attn1_in_proj,29
audio-oo-oo-oo-oo,block1_layer0_self_attn1_in_proj,23
audio-a-a,block1_layer0_self_attn1_out_proj,167
audio-a-a,block1_layer0_self_attn1_out_proj,75
audio-a-a,block1_layer0_self_attn1_out_proj,142
audio-a-a,block1_layer0_self_attn1_out_proj,176
audio-a-a,block1_layer0_self_attn1_out_proj,241
audio-a-a,block1_layer0_self_attn1_out_proj,121
audio-a-a,block1_layer0_self_attn1_out_proj,221
audio-a-a,block1_layer0_self_attn1_out_proj,63
audio-ch-ch-ch,block1_layer0_self_attn1_out_proj,225
audio-ch-ch-ch,block1_layer0_self_attn1_out_proj,200
audio-ch-ch-ch,block1_layer0_self_attn1_out_proj,74
audio-ch-ch-ch,block1_layer0_self_attn1_out_proj,45
audio-ch-ch-ch,block1_layer0_self_attn1_out_proj,15
audio-ch-ch-ch,block1_layer0_self_attn1_out_proj,178
audio-ch-ch-ch,block1_layer0_self_attn1_out_proj,89
audio-ch-ch-ch,block1_layer0_self_attn1_out_proj,92
audio-ch-ch-ch,block1_layer0_self_attn1_out_proj,125
audio-oo-oo-oo-oo,block1_layer0_self_attn1_out_proj,5
audio-oo-oo-oo-oo,block1_layer0_self_attn1_out_proj,133
audio-oo-oo-oo-oo,block1_layer0_self_attn1_out_proj,231
audio-oo-oo-oo-oo,block1_layer0_self_attn1_out_proj,143
audio-oo-oo-oo-oo,block1_layer0_self_attn1_out_proj,80
audio-oo-oo-oo-oo,block1_layer0_self_attn1_out_proj,208
audio-oo-oo-oo-oo,block1_layer0_self_attn1_out_proj,245
audio-oo-oo-oo-oo,block1_layer0_self_attn1_out_proj,62
audio-oo-oo-oo-oo,block1_layer0_self_attn1_out_proj,223
audio-a-a,block1_layer0_conv_module1_in_proj,260
audio-a-a,block1_layer0_conv_module1_in_proj,11
audio-a-a,block1_layer0_conv_module1_in_proj,204
audio-a-a,block1_layer0_conv_module1_in_proj,491
audio-a-a,block1_layer0_conv_module1_in_proj,49
audio-a-a,block1_layer0_conv_module1_in_proj,372
audio-a-a,block1_layer0_conv_module1_in_proj,121
audio-a-a,block1_layer0_conv_module1_in_proj,444
audio-ch-ch-ch,block1_layer0_conv_module1_in_proj,193
audio-ch-ch-ch,block1_layer0_conv_module1_in_proj,39
audio-ch-ch-ch,block1_layer0_conv_module1_in_proj,136
audio-ch-ch-ch,block1_layer0_conv_module1_in_proj,41
audio-ch-ch-ch,block1_layer0_conv_module1_in_proj,338
audio-ch-ch-ch,block1_layer0_conv_module1_in_proj,468
audio-ch-ch-ch,block1_layer0_conv_module1_in_proj,85
audio-ch-ch-ch,block1_layer0_conv_module1_in_proj,149
audio-ch-ch-ch,block1_layer0_conv_module1_in_proj,187
audio-oo-oo-oo-oo,block1_layer0_conv_module1_in_proj,160
audio-oo-oo-oo-oo,block1_layer0_conv_module1_in_proj,65
audio-oo-oo-oo-oo,block1_layer0_conv_module1_in_proj,452
audio-oo-oo-oo-oo,block1_layer0_conv_module1_in_proj,250
audio-oo-oo-oo-oo,block1_layer0_conv_module1_in_proj,77
audio-oo-oo-oo-oo,block1_layer0_conv_module1_in_proj,431
audio-oo-oo-oo-oo,block1_layer0_conv_module1_in_proj,339
audio-oo-oo-oo-oo,block1_layer0_conv_module1_in_proj,313
audio-oo-oo-oo-oo,block1_layer0_conv_module1_in_proj,474
audio-a-a,block1_layer0_feed_forward2_in_proj,421
audio-a-a,block1_layer0_feed_forward2_in_proj,44
audio-a-a,block1_layer0_feed_forward2_in_proj,14
audio-a-a,block1_layer0_feed_forward2_in_proj,753
audio-a-a,block1_layer0_feed_forward2_in_proj,754
audio-a-a,block1_layer0_feed_forward2_in_proj,52
audio-a-a,block1_layer0_feed_forward2_in_proj,148
audio-a-a,block1_layer0_feed_forward2_in_proj,409
audio-a-a,block1_layer0_feed_forward2_in_proj,156
audio-a-a,block1_layer0_feed_forward2_in_proj,541
audio-ch-ch-ch,block1_layer0_feed_forward2_in_proj,100
audio-ch-ch-ch,block1_layer0_feed_forward2_in_proj,198
audio-ch-ch-ch,block1_layer0_feed_forward2_in_proj,714
audio-ch-ch-ch,block1_layer0_feed_forward2_in_proj,239
audio-ch-ch-ch,block1_layer0_feed_forward2_in_proj,112
audio-ch-ch-ch,block1_layer0_feed_forward2_in_proj,467
audio-ch-ch-ch,block1_layer0_feed_forward2_in_proj,695
audio-ch-ch-ch,block1_layer0_feed_forward2_in_proj,120
audio-ch-ch-ch,block1_layer0_feed_forward2_in_proj,247
audio-ch-ch-ch,block1_layer0_feed_forward2_in_proj,255
audio-oo-oo-oo-oo,block1_layer0_feed_forward2_in_proj,322
audio-oo-oo-oo-oo,block1_layer0_feed_forward2_in_proj,420
audio-oo-oo-oo-oo,block1_layer0_feed_forward2_in_proj,261
audio-oo-oo-oo-oo,block1_layer0_feed_forward2_in_proj,166
audio-oo-oo-oo-oo,block1_layer0_feed_forward2_in_proj,743
audio-oo-oo-oo-oo,block1_layer0_feed_forward2_in_proj,108
audio-oo-oo-oo-oo,block1_layer0_feed_forward2_in_proj,752
audio-oo-oo-oo-oo,block1_layer0_feed_forward2_in_proj,343
audio-oo-oo-oo-oo,block1_layer0_feed_forward2_in_proj,27
audio-oo-oo-oo-oo,block1_layer0_feed_forward2_in_proj,157
audio-a-a,block1_layer0_self_attn2_in_proj,25
audio-a-a,block1_layer0_self_attn2_in_proj,19
audio-a-a,block1_layer0_self_attn2_in_proj,22
audio-a-a,block1_layer0_self_attn2_in_proj,31
audio-ch-ch-ch,block1_layer0_self_attn2_in_proj,1
audio-ch-ch-ch,block1_layer0_self_attn2_in_proj,20
audio-ch-ch-ch,block1_layer0_self_attn2_in_proj,46
audio-ch-ch-ch,block1_layer0_self_attn2_in_proj,23
audio-oo-oo-oo-oo,block1_layer0_self_attn2_in_proj,0
audio-oo-oo-oo-oo,block1_layer0_self_attn2_in_proj,32
audio-oo-oo-oo-oo,block1_layer0_self_attn2_in_proj,36
audio-oo-oo-oo-oo,block1_layer0_self_attn2_in_proj,7
audio-oo-oo-oo-oo,block1_layer0_self_attn2_in_proj,9
audio-oo-oo-oo-oo,block1_layer0_self_attn2_in_proj,10
audio-oo-oo-oo-oo,block1_layer0_self_attn2_in_proj,47
audio-oo-oo-oo-oo,block1_layer0_self_attn2_in_proj,21
audio-a-a,block1_layer0_self_attn2_out_proj,139
audio-a-a,block1_layer0_self_attn2_out_proj,113
audio-a-a,block1_layer0_self_attn2_out_proj,114
audio-a-a,block1_layer0_self_attn2_out_proj,89
audio-a-a,block1_layer0_self_attn2_out_proj,27
audio-a-a,block1_layer0_self_attn2_out_proj,220
audio-a-a,block1_layer0_self_attn2_out_proj,221
audio-a-a,block1_layer0_self_attn2_out_proj,223
audio-ch-ch-ch,block1_layer0_self_attn2_out_proj,160
audio-ch-ch-ch,block1_layer0_self_attn2_out_proj,129
audio-ch-ch-ch,block1_layer0_self_attn2_out_proj,162
audio-ch-ch-ch,block1_layer0_self_attn2_out_proj,207
audio-ch-ch-ch,block1_layer0_self_attn2_out_proj,209
audio-ch-ch-ch,block1_layer0_self_attn2_out_proj,50
audio-ch-ch-ch,block1_layer0_self_attn2_out_proj,149
audio-ch-ch-ch,block1_layer0_self_attn2_out_proj,213
audio-ch-ch-ch,block1_layer0_self_attn2_out_proj,253
audio-oo-oo-oo-oo,block1_layer0_self_attn2_out_proj,34
audio-oo-oo-oo-oo,block1_layer0_self_attn2_out_proj,130
audio-oo-oo-oo-oo,block1_layer0_self_attn2_out_proj,36
audio-oo-oo-oo-oo,block1_layer0_self_attn2_out_proj,69
audio-oo-oo-oo-oo,block1_layer0_self_attn2_out_proj,198
audio-oo-oo-oo-oo,block1_layer0_self_attn2_out_proj,73
audio-oo-oo-oo-oo,block1_layer0_self_attn2_out_proj,74
audio-oo-oo-oo-oo,block1_layer0_self_attn2_out_proj,22
audio-oo-oo-oo-oo,block1_layer0_self_attn2_out_proj,150
audio-a-a,block1_layer0_conv_module2_in_proj,192
audio-a-a,block1_layer0_conv_module2_in_proj,198
audio-a-a,block1_layer0_conv_module2_in_proj,8
audio-a-a,block1_layer0_conv_module2_in_proj,168
audio-a-a,block1_layer0_conv_module2_in_proj,400
audio-a-a,block1_layer0_conv_module2_in_proj,84
audio-a-a,block1_layer0_conv_module2_in_proj,341
audio-a-a,block1_layer0_conv_module2_in_proj,247
audio-a-a,block1_layer0_conv_module2_in_proj,446
audio-ch-ch-ch,block1_layer0_conv_module2_in_proj,420
audio-ch-ch-ch,block1_layer0_conv_module2_in_proj,324
audio-ch-ch-ch,block1_layer0_conv_module2_in_proj,73
audio-ch-ch-ch,block1_layer0_conv_module2_in_proj,42
audio-ch-ch-ch,block1_layer0_conv_module2_in_proj,75
audio-ch-ch-ch,block1_layer0_conv_module2_in_proj,175
audio-ch-ch-ch,block1_layer0_conv_module2_in_proj,240
audio-ch-ch-ch,block1_layer0_conv_module2_in_proj,372
audio-ch-ch-ch,block1_layer0_conv_module2_in_proj,94
audio-oo-oo-oo-oo,block1_layer0_conv_module2_in_proj,160
audio-oo-oo-oo-oo,block1_layer0_conv_module2_in_proj,195
audio-oo-oo-oo-oo,block1_layer0_conv_module2_in_proj,451
audio-oo-oo-oo-oo,block1_layer0_conv_module2_in_proj,457
audio-oo-oo-oo-oo,block1_layer0_conv_module2_in_proj,241
audio-oo-oo-oo-oo,block1_layer0_conv_module2_in_proj,274
audio-oo-oo-oo-oo,block1_layer0_conv_module2_in_proj,437
audio-oo-oo-oo-oo,block1_layer0_conv_module2_in_proj,374
audio-oo-oo-oo-oo,block1_layer0_conv_module2_in_proj,154
audio-oo-oo-oo-oo,block1_layer0_conv_module2_in_proj,319
audio-a-a,block1_layer0_feed_forward3_in_proj,769
